MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
122|äifreg=aktiv=äerdeg=fläisseg|aifreg=aktiv=aerdeg=flaisseg|actif, zélé|actif, zele|emsig, fleißig|emsig, fleißig|busy, active|busy, active|ocupado|ocupado|diligente, vivo|diligente, vivo|diligente|diligente|null|null
123|Äis|ais|glace (eau)|glace (eau)|Eis (Wasser)|eis (wasser)|ice (water)|ice (water)|hielo|hielo|ghiaccio|ghiaccio|gelo|gelo|null|null
124|Äisbier, Äisbieren|aisbier, aisbieren|ours polaire|ours polaire|Eisbär|eisbar|polar bear|polar bear|oso polar|oso polar|orso polare|orso polare|urso polar|urso polar|null|null
125|äiskal=schwäikal=äiseg=gefruer (äiskaalt Waasser)|aiskal=schwaikal=aiseg=gefruer (aiskaalt waasser)|glacial, glacé|glacial, glace|eiskalt, eisig|eiskalt, eisig|icy|icy|helado, gélido|helado, gelido|gelido|gelido|gelado, glacial|gelado, glacial|null|null
126|Äisschongfueren=Schlittschongfueren|aisschongfueren=schlittschongfueren|patinage sur glace|patinage sur glace|Schlittschuhlaufen|schlittschuhlaufen|ice­skating|ice­skating|patinaje sobre hielo|patinaje sobre hielo|pattinaggio sul ghiaccio|pattinaggio sul ghiaccio|patinagem no gelo|patinagem no gelo|null|null
127|Äisvull, Äisvullen|aisvull, aisvullen|martin-pêcheur|martin-pecheur|Eisvogel|eisvogel|kingfisher|kingfisher|martin pescator|martin pescator|martin pescatore|martin pescatore|guarda-rios|guarda-rios|null|null
128|Ajoute=Bäiluecht, Ajoutten|ajoute=bailuecht, ajoutten|appendice, ajoute|appendice, ajoute|Anhang|anhang|appendix|appendix|apéndice|apendice|appendice|appendice|anexo, apêndice|anexo, apendice|null|null
129|ajustéieren=ausgläichen=upassen=astellen, en ajustéiert|ajusteieren=ausglaichen=upassen=astellen, en ajusteiert|ajuster, adapter|ajuster, adapter|einstellen, ausgleichen|einstellen, ausgleichen|to adjust|to adjust|ajustar, adaptar|ajustar, adaptar|aggiustare, adattare|aggiustare, adattare|ajustar|ajustar|ajustéieren|null
130|Akaf=Kaf=Kommissioun, Akeef|akaf=kaf=kommissioun, akeef|achat, course|achat, course|Einkauf|einkauf|purchase, shopping|purchase, shopping|compra|compra|compera, spesa|compera, spesa|compra|compra|null|null
131|akafen=Kommissioune man, e keeft an, dir kaaft an|akafen=kommissioune man, e keeft an, dir kaaft an|acheter, faire des courses|acheter, faire des courses|einkaufen|einkaufen|to buy|to buy|comprar|comprar|comprare, fare spese|comprare, fare spese|comprar|comprar|akafen|null
132|Akafskuerf, Akafskierf|akafskuerf, akafskierf|sac à provisions, panier|sac a provisions, panier|Einkaufstasche|einkaufstasche|bag|bag|bolsa|bolsa|borsa|borsa|bolsa|bolsa|null|null
133|Akafsweenchen=Caddie=Chariot, Akafsweenercher|akafsweenchen=caddie=chariot, akafsweenercher|caddie, chariot|caddie, chariot|Einkaufswagen|einkaufswagen|trolley|trolley|carro|carro|carrello|carrello|carrinho|carrinho|null|null
134|Akaul, eng an d'Akaul=eng op de Bak|akaul, eng an d'akaul=eng op de bak|gifle|gifle|Ohrfeige|ohrfeige|slap|slap|bofetada|bofetada|schiaffo|schiaffo|bofetada|bofetada|null|null
135|Akaul=Nuque=Genéck, Akaulen|akaul=nuque=geneck, akaulen|nuque|nuque|Nacken, Genick|nacken, genick|nape, neck|nape, neck|nuca|nuca|nuca|nuca|nuca|nuca|null|null
136|Akkont bezuelen=ubezuelen, e bezilt en Akkont|akkont bezuelen=ubezuelen, e bezilt en akkont|payer un acompte, payer des arrhes|payer un acompte, payer des arrhes|anzahlen|anzahlen|to pay beforehand, to deposit|to pay beforehand, to deposit|pagar a cuenta, dejar señal|pagar a cuenta, dejar señal|pagare un anticipo|pagare un anticipo|pagar sinal, deixar sinal|pagar sinal, deixar sinal|null|null
137|aklammen, e klëmmt an|aklammen, e klemmt an|monter dans|monter dans|einsteigen|einsteigen|to get on, to climb in|to get on, to climb in|subir, entrar|subir, entrar|entrare|entrare|subir, entrar|subir, entrar|aklammen|null
138|aklemmen=klemmen=blockéieren, e klemmt an|aklemmen=klemmen=blockeieren, e klemmt an|coincer|coincer|einklemmen|einklemmen|to jam|to jam|apiñar, calzar|apiñar, calzar|incastrare, bloccare|incastrare, bloccare|comprimir|comprimir|aklemmen|null
139|Akommes=Erdrag=Rendement|akommes=erdrag=rendement|rendement|rendement|Ertrag|ertrag|income|income|rendimiento|rendimiento|rendimento|rendimento|rendimento|rendimento|null|null
140|Akrobat, Akrobaten|akrobat, akrobaten|acrobate|acrobate|Akrobat|akrobat|acrobat|acrobat|acróbata|acrobata|acrobata|acrobata|acrobata|acrobata|null|null
141|Akt, Akten|akt, akten|acte|acte|Akt|akt|act|act|acta|acta|atto|atto|acta|acta|null|null
142|Aktie, Aktien|aktie, aktien|action|action|Aktie|aktie|share|share|acción|accion|azione|azione|acção|acção|null|null
143|Aktionär, Aktionären|aktionar, aktionaren|actionnaire|actionnaire|Aktionär|aktionar|shareholder|shareholder|accionista|accionista|azionista|azionista|accionista|accionista|null|null
144|Aktioun=Handlung=Dot, Aktiounen|aktioun=handlung=dot, aktiounen|action|action|Handlung, Aktion|handlung, aktion|action, deed|action, deed|acción|accion|azione|azione|acção|acção|null|null
145|aktiv=äifreg=äerdeg=fläisseg|aktiv=aifreg=aerdeg=flaisseg|actif, zélé|actif, zele|tätig, aktiv, emsig|tatig, aktiv, emsig|active, busy|active, busy|activo, diligente|activo, diligente|attivo|attivo|activo|activo|null|null
146|aktivéieren=virundreiwen, en aktivéiert|aktiveieren=virundreiwen, en aktiveiert|activer|activer|beschleunigen, vorantreiben|beschleunigen, vorantreiben|to activate|to activate|activar|activar|attivare|attivare|activar|activar|aktivéieren|null
147|Aktivitéit=Tätegkeet, Aktivitéiten|aktiviteit=tategkeet, aktiviteiten|activité|activite|Tätigkeit, Aktivität|tatigkeit, aktivitat|activity|activity|actividad|actividad|attività|attivita|actividade|actividade|null|null
148|aktualiséieren, en aktualiséiert|aktualiseieren, en aktualiseiert|actualiser|actualiser|aktualisieren|aktualisieren|to update|to update|actualizar|actualizar|attualizzare|attualizzare|actualizar|actualizar|aktualiséieren|null
149|aktuell=vun haut|aktuell=vun haut|actuel|actuel|zeitgemäß, gegenwärtig|zeitgemaß, gegenwartig|present|present|actual, presente|actual, presente|attuale|attuale|actual|actual|null|null
150|Akustik|akustik|acoustique|acoustique|Akustik|akustik|acoustics|acoustics|acústica|acustica|acustica|acustica|acústica|acustica|null|null
151|akzeptabel=zouléisseg|akzeptabel=zouleisseg|admissible|admissible|zulässig|zulassig|admissible|admissible|admisible|admisible|ammissibile|ammissibile|admissível|admissivel|null|null
152|al|al|vieux|vieux|alt, bejahrt|alt, bejahrt|old|old|viejo|viejo|vecchio|vecchio|velho|velho|null|null
153|al ginn=eelzen, e gëtt al|al ginn=eelzen, e gett al|vieillir|vieillir|altern, alt werden|altern, alt werden|to get old|to get old|envejecer|envejecer|invecchiare|invecchiare|envelhecer|envelhecer|null|null
154|al sinn, en ass al|al sinn, en ass al|être âgé|etre age|alt sein|alt sein|to be old|to be old|estar mayor|estar mayor|essere anziano|essere anziano|idoso|idoso|null|null
155|al=antik=vu fréier=ural|al=antik=vu freier=ural|ancien|ancien|alt|alt|ancient|ancient|antiguo|antiguo|antico|antico|antigo|antigo|null|null
156|aläert=monter=rüsteg=vif=lieweg|alaert=monter=rusteg=vif=lieweg|matinal, éveillé, vif, alerte|matinal, eveille, vif, alerte|aufgeweckt, munter, lebhaft|aufgeweckt, munter, lebhaft|alert, cheerful, sprightly|alert, cheerful, sprightly|matinal, matutino, alegre|matinal, matutino, alegre|sveglio, mattiniero|sveglio, mattiniero|matinal, desperto, alegre|matinal, desperto, alegre|null|null
157|Alarm, Alarmen|alarm, alarmen|alarme, alerte|alarme, alerte|Alarm|alarm|alarm|alarm|alarma|alarma|allarme|allarme|alarme|alarme|null|null
158|Album, Albumen=Alben|album, albumen=alben|album|album|Album|album|album|album|álbum|album|album|album|álbum|album|null|null
159|Alen, Al|alen, al|vieillard|vieillard|Alte|alte|old man|old man|anciano|anciano|vecchio, anziano|vecchio, anziano|ancião|ancião|null|null
160|Alg, Algen|alg, algen|algue|algue|Alge|alge|seaweed|seaweed|alga|alga|alga|alga|alga|alga|null|null
161|Alibi, Alibien|alibi, alibien|alibi|alibi|Alibi|alibi|alibi|alibi|alibi, coartada|alibi, coartada|alibi|alibi|alibi|alibi|null|null
162|aliichten, et liicht mer an=offensichtlech=evident|aliichten, et liicht mer an=offensichtlech=evident|évident, manifestement|evident, manifestement|offensichtlich|offensichtlich|of course|of course|evidentemente|evidentemente|evidentemente|evidentemente|evidentemente|evidentemente|aliichten|null
163|aliichten=eendeiteg sinn=evident sinn, et liicht mer an|aliichten=eendeiteg sinn=evident sinn, et liicht mer an|paraître évident, être clair|paraitre evident, etre clair|einleuchten|einleuchten|to be evident, to be obvious|to be evident, to be obvious|ser evidente|ser evidente|capire|capire|ser evidente, ser óbvio|ser evidente, ser obvio|null|null
164|Alkohol, Alkoholer|alkohol, alkoholer|alcool|alcool|Alkohol|alkohol|alcohol|alcohol|alcohol|alcohol|alcol|alcol|álcool|alcool|null|null
165|all Joer|all joer|annuel|annuel|jährlich|jahrlich|yearly|yearly|anuál|anual|annuale|annuale|anual|anual|null|null
166|all Mount|all mount|mensuellement|mensuellement|monatlich|monatlich|monthly|monthly|mensual|mensual|mensilmente|mensilmente|mensal|mensal|null|null
167|all Woch|all woch|hebdomadaire|hebdomadaire|wöchentlich|wochentlich|weekly|weekly|semanal|semanal|settimanale|settimanale|semanal|semanal|null|null
168|all=jidder=jiddwer|all=jidder=jiddwer|chaque, tous|chaque, tous|jeder, alle|jeder, alle|all, every|all, every|cada|cada|tutto|tutto|cada|cada|null|null
169|alldeeglech=banal=hondsgewéinlech=ordinär=geleefeg|alldeeglech=banal=hondsgeweinlech=ordinar=geleefeg|ordinaire, banal, courant|ordinaire, banal, courant|gewöhnlich, banal, geläufig|gewohnlich, banal, gelaufig|plain, ordinary, common|plain, ordinary, common|normal y corriente, común|normal y corriente, comun|corrente, normale|corrente, normale|normal, corrente|normal, corrente|null|null
170|alle béid=allen zwee=allen zwéin=allen zwou|alle beid=allen zwee=allen zwein=allen zwou|les deux|les deux|beide, alle beide|beide, alle beide|both|both|ambos|ambos|tutti e due, ambedue, entrambi|tutti e due, ambedue, entrambi|ambos, os dois|ambos, os dois|null|null
171|Allee, Alleeën|allee, alleeen|allée|allee|Allee|allee|lane, path|lane, path|paseo|paseo|viale|viale|alameda|alameda|null|null
172|alleguer=jiddereen=jiddwereen|alleguer=jiddereen=jiddwereen|tous|tous|alle|alle|all, everyone|all, everyone|todos|todos|tutti|tutti|todos|todos|null|null
173|allen zwee=allen zwéin=allen zwou=alle béid|allen zwee=allen zwein=allen zwou=alle beid|les deux|les deux|beide, alle beide|beide, alle beide|both|both|ambos|ambos|tutti e due, ambedue, entrambi|tutti e due, ambedue, entrambi|ambos, os dois|ambos, os dois|null|null
174|alleng=eleng|alleng=eleng|seul|seul|allein|allein|alone|alone|solo|solo|solo|solo|só, sozinho|so, sozinho|null|null
175|Allergie, Allergien|allergie, allergien|allergie|allergie|Allergie|allergie|allergy|allergy|alergia|alergia|allergia|allergia|alergia|alergia|null|null
176|Allerhellgen|allerhellgen|la Toussaint|la toussaint|Allerheiligen|allerheiligen|All Saints’ Day|all saints’ day|Fiesta de todos los Santos|fiesta de todos los santos|giorno dei Santi, Ognisanti|giorno dei santi, ognisanti|Dia de Todos os Santos|dia de todos os santos|null|null
177|allerlee=verschidden=divers|allerlee=verschidden=divers|divers, toutes sortes|divers, toutes sortes|allerlei|allerlei|various, all kinds of|various, all kinds of|vario, diverso|vario, diverso|di tutto, diverso|di tutto, diverso|vários, diversos|varios, diversos|null|null
178|Allerséilen|allerseilen|Jour des Morts|jour des morts|Allerseelen|allerseelen|All Souls’ Day|all souls’ day|día de los Difuntos|dia de los difuntos|giorno dei Morti|giorno dei morti|Dia de finados|dia de finados|null|null
179|alles|alles|tout|tout|alles|alles|all|all|todo|todo|tutto|tutto|tudo|tudo|null|null
180|alles an allem=eintlech=eigentlech=am Fong|alles an allem=eintlech=eigentlech=am fong|en total, somme toute|en total, somme toute|insgesamt|insgesamt|to sum up, all in all|to sum up, all in all|en total|en total|in somma, tutto sommato|in somma, tutto sommato|em suma|em suma|null|null
181|allgemeng=generell=gewéinlech|allgemeng=generell=geweinlech|en général|en general|allgemein|allgemein|usually, in general|usually, in general|en general|en general|in genere|in genere|geral|geral|null|null
182|Alliage, Alliagen|alliage, alliagen|alliage|alliage|Legierung|legierung|alloy|alloy|aleación|aleacion|lega|lega|liga|liga|null|null
183|alliéieren(sech)=s. zesummendoen=s. verbannen, en alliéiert sech|allieieren(sech)=s. zesummendoen=s. verbannen, en allieiert sech|s’allier|s’allier|sich verbünden|sich verbunden|to ally o.s. with|to ally o.s. with|aliar|aliar|allearsi|allearsi|aliar|aliar|null|null
184|allo!|allo!|allô!|allo!|hallo!, ja bitte!|hallo!, ja bitte!|hello!|hello!|dígame! oiga!|digame! oiga!|pronto!|pronto!|está lá!, estou!|esta la!, estou!|null|null
185|Allocatioun=Bäihëllef=Zoulag=Subside, Allocatiounen|allocatioun=baihellef=zoulag=subside, allocatiounen|allocation|allocation|Zulage|zulage|allowance|allowance|subsidio|subsidio|sussidio|sussidio|subsídio|subsidio|null|null
186|almoudesch=demodeiert=vereelzt=iwwerlieft|almoudesch=demodeiert=vereelzt=iwwerlieft|démodé|demode|altmodisch, veraltet|altmodisch, veraltet|old-fashioned|old-fashioned|pasado de moda|pasado de moda|fuori di moda|fuori di moda|fora de moda, arcaico|fora de moda, arcaico|null|null
188|Alpinist, Alpinisten|alpinist, alpinisten|alpiniste|alpiniste|Alpinist|alpinist|mountaineer|mountaineer|alpinista|alpinista|alpinista|alpinista|alpinista|alpinista|null|null
187|Alpdram=béisen Dram=Cauchemar, Alpdreem|alpdram=beisen dram=cauchemar, alpdreem|cauchemar|cauchemar|Alptraum|alptraum|nightmare|nightmare|pesadilla|pesadilla|incubo|incubo|pesadelo|pesadelo|null|null
189|als=sou=wéi|als=sou=wei|comme|comme|als|als|as|as|que, como|que, como|come|come|que|que|null|null
190|also|also|donc|donc|also|also|so, therefore|so, therefore|pues|pues|dunque, quindi|dunque, quindi|pois|pois|null|null
191|Alstad, Alstied|alstad, alstied|vieille ville|vieille ville|Altstadt|altstadt|old town|old town|casco viejo|casco viejo|città vecchia|citta vecchia|cidade velha|cidade velha|null|null
192|alt esou!=net zum Beschten!|alt esou!=net zum beschten!|cahin­caha!, comme­ci, comme­ça!|cahin­caha!, comme­ci, comme­ça!|nicht zum Besten!, halt so!|nicht zum besten!, halt so!|so­so!|so­so!|tal cual!|tal cual!|così così!|così così!|assim, assim!|assim, assim!|null|null
193|Alter|alter|âge|age|Alter|alter|age|age|edad|edad|età|eta|idade|idade|null|null
194|alternativ=ofwiesselnd|alternativ=ofwiesselnd|alternatif|alternatif|alternativ, abwechselnd|alternativ, abwechselnd|alternating|alternating|alternativo|alternativo|alternativo|alternativo|alternativo|alternativo|null|null
195|alternéieren=s. ofwiesselen, si alternéieren|alterneieren=s. ofwiesselen, si alterneieren|alterner|alterner|sich abwechseln|sich abwechseln|to alternate|to alternate|alternar|alternar|alternarsi|alternarsi|alternar|alternar|null|null
196|Altertum|altertum|Antiquité|antiquite|Antike|antike|antiquity|antiquity|antigüedad|antiguedad|antichità|antichita|antiguidade|antiguidade|null|null
449|ausgoen=erausgoen, e geet aus|ausgoen=erausgoen, e geet aus|sortir|sortir|ausgehen|ausgehen|to go out|to go out|salir|salir|uscire|uscire|sair|sair|ausgoen|null
198|am A halen=bewaachen=hidden=versuergen, en hält am A|am a halen=bewaachen=hidden=versuergen, en halt am a|prendre soin, garder|prendre soin, garder|sorgen für, versorgen|sorgen fur, versorgen|to take care of|to take care of|cuidar|cuidar|accudire|accudire|cuidar|cuidar|null|null
199|am Ablack=elo=lo=zurzäit=dëse Moment=grad elo|am ablack=elo=lo=zurzait=dese moment=grad elo|maintenant, actuellement|maintenant, actuellement|jetzt, nun, zur Zeit|jetzt, nun, zur zeit|now, at present|now, at present|ahora mismo, actualmente|ahora mismo, actualmente|ora, adesso|ora, adesso|agora, actualmente|agora, actualmente|null|null
200|am beschten|am beschten|le mieux|le mieux|am besten|am besten|the best|the best|lo mejor|lo mejor|la cosa migliore|la cosa migliore|o melhor|o melhor|null|null
201|am Dag=am Do|am dag=am do|pendant la journée|pendant la journee|am Tage|am tage|in daytime|in daytime|durante el día|durante el dia|durante il giorno|durante il giorno|durante o dia|durante o dia|null|null
202|am Dusel sinn, en ass am Dusel|am dusel sinn, en ass am dusel|avoir une cuite|avoir une cuite|beschwipst sein|beschwipst sein|drunken, tight|drunken, tight|coger una curda, estar bolo|coger una curda, estar bolo|essere ubriaco|essere ubriaco|estar bêbedo, embriagado|estar bebedo, embriagado|null|null
203|am Floribus=am Iwwerfloss=am Vëllegen|am floribus=am iwwerfloss=am vellegen|faire bombance, à profusion|faire bombance, a profusion|Saus und Braus, Überfluss|saus und braus, uberfluss|revel and riot, high living|revel and riot, high living|francachela|francachela|fare bisboccia|fare bisboccia|vida airada, boa vida|vida airada, boa vida|null|null
204|am Fong=alles an allem=eintlech=eigentlech|am fong=alles an allem=eintlech=eigentlech|au fond, somme toute|au fond, somme toute|im Grunde, insgesamt|im grunde, insgesamt|basically, in fact, all in all, really|basically, in fact, all in all, really|en realidad, en total, de verdad|en realidad, en total, de verdad|in fondo, tutto sommato, in realtà|in fondo, tutto sommato, in realta|basicamente, de facto, em suma|basicamente, de facto, em suma|null|null
205|am Fong=grëndlech=fundamental|am fong=grendlech=fundamental|à fond|a fond|gründlich|grundlich|thoroughly|thoroughly|radical|radical|a fondo|a fondo|a fundo|a fundo|null|null
206|am Fräien=dobaussen=baussen=an der frëscher Loft|am fraien=dobaussen=baussen=an der frescher loft|en plein air, dehors|en plein air, dehors|im Freien, draußen|im freien, draußen|in the open air|in the open air|fuera, al aire libre|fuera, al aire libre|all’aria aperta|all’aria aperta|ao ar livre|ao ar livre|null|null
207|am Gaang sinn, en ass am Gaang|am gaang sinn, en ass am gaang|être en train de|etre en train de|dabei sein, im Begriff sein|dabei sein, im begriff sein|to be doing something|to be doing something|estar haciendo algo|estar haciendo algo|stare|stare|estar ocupado, estar a|estar ocupado, estar a|null|null
